offset,file,text_en,byte_budget
scena/mp2000.dat:0x4ab1e,scena/mp2000.dat,And that in turn would make my hatred,38
scena/mp2000.dat:0x4ab53,scena/mp2000.dat,casting reflections of others we meet.,39
scena/mp2000.dat:0x4ab7a,scena/mp2000.dat,"The human heart is like a mirror,",34
scena/mp2000.dat:0x4abab,scena/mp2000.dat,"reflected, the more intense they become.",41
scena/mp2000.dat:0x4abd4,scena/mp2000.dat,And the more emotions like love or hate are,44
scena/mp2000.dat:0x4ac38,scena/mp2000.dat,"hoping to get something from me, were you?",43
scena/mp2000.dat:0x4ac63,scena/mp2000.dat,That look in your eyes. You weren't,36
scena/mp2000.dat:0x4ac96,scena/mp2000.dat,an unjustified expectation in your heart.,42
scena/mp2000.dat:0x4acc0,scena/mp2000.dat,What led to that line of thinking is,37
scena/mp2000.dat:0x4acf4,scena/mp2000.dat,heart is in any way selfish.,29
scena/mp2000.dat:0x4ad11,scena/mp2000.dat,"It does not, however, mean that your",37
scena/mp2000.dat:0x4ad45,scena/mp2000.dat,experienced before to repeat themselves.,41
scena/mp2000.dat:0x4ad6e,scena/mp2000.dat,You simply expect for things you've,36
scena/mp2000.dat:0x4ada1,scena/mp2000.dat,governing it are mostly very simple.,37
scena/mp2000.dat:0x4adc6,scena/mp2000.dat,"The human heart is well made, but the principles",49
scena/mp2000.dat:0x4ae06,scena/mp2000.dat,it is nothing but sand in the end.,35
scena/mp2000.dat:0x4ae29,scena/mp2000.dat,"If you build a palace out of sand,",35
scena/mp2000.dat:0x4ae5b,scena/mp2000.dat,A single rainstorm will wash it all away.,42
scena/mp2000.dat:0x4ae94,scena/mp2000.dat,is easy to gain.,17
scena/mp2000.dat:0x4aea5,scena/mp2000.dat,"to lose, and that which is easy to lose",40
scena/mp2000.dat:0x4aecd,scena/mp2000.dat,That which is hard to gain is hard,35
scena/mp2000.dat:0x4aeff,scena/mp2000.dat,That is simply the natural way of things.,42
scena/mp2000.dat:0x4af38,scena/mp2000.dat,it is nothing but sand in the end.,35
scena/mp2000.dat:0x4af5b,scena/mp2000.dat,"If you build a palace out of sand,",35
scena/mp2000.dat:0x4af8d,scena/mp2000.dat,A single rainstorm will wash it all away.,42
scena/mp2000.dat:0x4afc6,scena/mp2000.dat,"golden light, as always.",25
scena/mp2000.dat:0x4afdf,scena/mp2000.dat,The floating island is filled with,35
scena/mp2000.dat:0x4b011,scena/mp2000.dat,Is that golden shine a door to the future?,43
scena/mp2000.dat:0x4b04b,scena/mp2000.dat,Or could it be an omen of the apocalypse?,42
scena/mp2000.dat:0x4b084,scena/mp2000.dat,"golden light, as always.",25
scena/mp2000.dat:0x4b09d,scena/mp2000.dat,The floating island is filled with,35
scena/mp2000.dat:0x4b0cf,scena/mp2000.dat,Those men sure are shouting a lot.,35
scena/mp2000.dat:0x4b101,scena/mp2000.dat,said it was because of an e-lec-tion.,38
scena/mp2000.dat:0x4b127,scena/mp2000.dat,"I asked my momma about it, and she",35
scena/mp2000.dat:0x4b159,scena/mp2000.dat,voice becomes the next mayor?,30
scena/mp2000.dat:0x4b177,scena/mp2000.dat,Does that mean whoever has the loudest,39
scena/mp2000.dat:0x4b1dd,scena/mp2000.dat,I get to spend time with friends!,34
scena/mp2000.dat:0x4b1ff,scena/mp2000.dat,I'm really looking forward to it.,34
scena/mp2000.dat:0x4b230,scena/mp2000.dat,Momma? What's wrong?,21
scena/mp2000.dat:0x4b254,scena/mp2000.dat,My mom's been staring at those posters for a while.,52
scena/mp2000.dat:0x4b297,scena/mp2000.dat,the posters are cool or anything...,36
scena/mp2000.dat:0x4b2bb,scena/mp2000.dat,But I don't think the people in,32
scena/mp2000.dat:0x4b2ea,scena/mp2000.dat,"Hey, Mom?",10
scena/mp2000.dat:0x4b303,scena/mp2000.dat,What is that big thing floating in the sky?,44
scena/mp2000.dat:0x4b33e,scena/mp2000.dat,Is that some new kind of airship?,34
scena/mp2000.dat:0x4b36f,scena/mp2000.dat,"Hey, Mom?",10
scena/mp2000.dat:0x4b388,scena/mp2000.dat,What is that big thing floating in the sky?,44
scena/mp2000.dat:0x4b3c3,scena/mp2000.dat,floating high in the sky?,26
scena/mp2000.dat:0x4b3dd,scena/mp2000.dat,What is that giant thing,25
scena/mp2000.dat:0x4b405,scena/mp2000.dat,Why won't anyone tell me what it is?,37
scena/mp2000.dat:0x4b439,scena/mp2000.dat,Sunday School next time.,25
scena/mp2000.dat:0x4b452,scena/mp2000.dat,Hmm. I guess I'll bring it up during,37
scena/mp2000.dat:0x4b486,scena/mp2000.dat,big thing floating in the sky is?,34
scena/mp2000.dat:0x4b4a8,scena/mp2000.dat,Why can't anyone tell me what that,35
scena/mp2000.dat:0x4b4da,scena/mp2000.dat,Sunday School next time.,25
scena/mp2000.dat:0x4b4f3,scena/mp2000.dat,Hmm. I guess I'll bring it up during,37
scena/mp2000.dat:0x4b527,scena/mp2000.dat,season really gets on my nerves.,33
scena/mp2000.dat:0x4b548,scena/mp2000.dat,"Man, the non-stop campaigning during election",46
scena/mp2000.dat:0x4b585,scena/mp2000.dat,but to just endure it for now.,31
scena/mp2000.dat:0x4b5a4,scena/mp2000.dat,Ugh. I guess I have no choice,30
scena/mp2000.dat:0x4b5d1,scena/mp2000.dat,Hmm. Who should I vote for...?,31
scena/mp2000.dat:0x4b5ff,scena/mp2000.dat,something that would draw me in.,33
scena/mp2000.dat:0x4b620,scena/mp2000.dat,Neither candidate has that special,35
scena/mp2000.dat:0x4b652,scena/mp2000.dat,"Portos is younger, and a good man, but...",42
scena/mp2000.dat:0x4b68b,scena/mp2000.dat,based solely on that.,22
scena/mp2000.dat:0x4b6a1,scena/mp2000.dat,I shouldn't vote for someone,29
scena/mp2000.dat:0x4b6cd,scena/mp2000.dat,going on at the bridge.,24
scena/mp2000.dat:0x4b6e5,scena/mp2000.dat,Huh. Seems there's an argument,31
scena/mp2000.dat:0x4b713,scena/mp2000.dat,a full-blown fight.,20
scena/mp2000.dat:0x4b727,scena/mp2000.dat,"At this rate, it might turn into",33
scena/mp2000.dat:0x4b765,scena/mp2000.dat,They were really on the verge of a brawl...,44
scena/mp2000.dat:0x4b7a0,scena/mp2000.dat,went and cooled their heads.,29
scena/mp2000.dat:0x4b7bd,scena/mp2000.dat,I'd really like it if both sides,33
scena/mp2000.dat:0x4b7fb,scena/mp2000.dat,They were really on the verge of a brawl...,44
scena/mp2000.dat:0x4b836,scena/mp2000.dat,"character, after all.",22
scena/mp2000.dat:0x4b84c,scena/mp2000.dat,The most important thing is someone's,38
scena/mp2000.dat:0x4b881,scena/mp2000.dat,which candidate I vote for.,28
scena/mp2000.dat:0x4b89d,scena/mp2000.dat,I've decided that will help decide,35
scena/mp2000.dat:0x4b8cf,scena/mp2000.dat,"character, after all.",22
scena/mp2000.dat:0x4b8e5,scena/mp2000.dat,The most important thing is someone's,38
scena/mp2000.dat:0x4b91a,scena/mp2000.dat,better person based on posters alone.,38
scena/mp2000.dat:0x4b940,scena/mp2000.dat,"Though, it's hard to tell who is the",37
scena/mp2000.dat:0x4b974,scena/mp2000.dat,difficult to get to the South Block.,37
scena/mp2000.dat:0x4b999,scena/mp2000.dat,"With the bridge not moving, it's really",40
scena/mp2000.dat:0x4b9d0,scena/mp2000.dat,"all of this, anyway...?",24
scena/mp2000.dat:0x4b9e8,scena/mp2000.dat,Just what is Mayor Norman doing about,38
scena/mp2000.dat:0x4ba1d,scena/mp2000.dat,to just set up a ferry.,24
scena/mp2000.dat:0x4ba35,scena/mp2000.dat,I hope he doesn't think it's enough,36
scena/mp2000.dat:0x4ba68,scena/mp2000.dat,difficult to get to the South Block.,37
scena/mp2000.dat:0x4ba8d,scena/mp2000.dat,"With the bridge not moving, it's really",40
scena/mp2000.dat:0x4bac4,scena/mp2000.dat,"all of this, anyway...?",24
scena/mp2000.dat:0x4badc,scena/mp2000.dat,Just what is Mayor Norman doing about,38
scena/mp2000.dat:0x4bb11,scena/mp2000.dat,rushed off somewhere just now.,31
scena/mp2000.dat:0x4bb30,scena/mp2000.dat,Several people from the Bracer Guild,37
scena/mp2000.dat:0x4bb64,scena/mp2000.dat,There might have been some new incident...,43
scena/mp2000.dat:0x4bb9e,scena/mp2000.dat,we can rely on the most.,25
scena/mp2000.dat:0x4bbb7,scena/mp2000.dat,"At times like this, it's the bracers that",42
scena/mp2000.dat:0x4bbf0,scena/mp2000.dat,we can rely on the most.,25
scena/mp2000.dat:0x4bc09,scena/mp2000.dat,"At times like this, it's the bracers that",42
scena/mp2000.dat:0x4bc42,scena/mp2000.dat,everywhere. That makes a difference.,37
scena/mp2000.dat:0x4bc67,scena/mp2000.dat,"Unlike the Royal Army, they have branches",42
scena/mp2000.dat:0x4bca0,scena/mp2000.dat,support the tourism industry!,30
scena/mp2000.dat:0x4bcbe,scena/mp2000.dat,Mayoral candidate Norman promises to,37
scena/mp2000.dat:0x4bcf2,scena/mp2000.dat,Vote for Norman!,17
scena/mp2000.dat:0x4bd12,scena/mp2000.dat,tourism industry! Vote for Norman!,35
scena/mp2000.dat:0x4bd35,scena/mp2000.dat,Norman is the chief supporter of Ruan's,40
scena/mp2000.dat:0x4bd6c,scena/mp2000.dat,I've taken a break to support Norman.,38
scena/mp2000.dat:0x4bd92,scena/mp2000.dat,"I work as a tourist guide normally, but",40
scena/mp2000.dat:0x4bdc9,scena/mp2000.dat,customers in the middle of an election anyway.,47
scena/mp2000.dat:0x4bdf8,scena/mp2000.dat,It's not like I'm gonna have many,34
scena/mp2000.dat:0x4be29,scena/mp2000.dat,at the top of my lungs!,24
scena/mp2000.dat:0x4be41,scena/mp2000.dat,I'll get back to shouting my support for Norman,48
scena/mp2000.dat:0x4be71,scena/mp2000.dat,"Okay. I'm gonna take a bit of a break, and then",48
scena/mp2000.dat:0x4beb0,scena/mp2000.dat,again and hand out flyers for Norman!,38
scena/mp2000.dat:0x4bed6,scena/mp2000.dat,"I'm gonna take a break, then get my voice going",48
scena/mp2000.dat:0x4bf15,scena/mp2000.dat,the mayoral election.,22
scena/mp2000.dat:0x4bf2b,scena/mp2000.dat,I have to make sure that Norman wins,37
scena/mp2000.dat:0x4bf5f,scena/mp2000.dat,"Man, things were really tense back there!",42
scena/mp2000.dat:0x4bf98,scena/mp2000.dat,We were seconds away from an all-out brawl.,44
scena/mp2000.dat:0x4bfc4,scena/mp2000.dat,Everyone looked like they were out for blood.,46
scena/mp2000.dat:0x4c001,scena/mp2000.dat,gets everyone in town that riled up.,37
scena/mp2000.dat:0x4c026,scena/mp2000.dat,We're in for real trouble if this election business,52
scena/mp2000.dat:0x4c069,scena/mp2000.dat,"that antagonistic, we're in for serious trouble.",49
scena/mp2000.dat:0x4c09a,scena/mp2000.dat,If everyone in town were to become,35
scena/mp2000.dat:0x4c0cc,scena/mp2000.dat,put more effort into understanding each other.,47
scena/mp2000.dat:0x4c0fb,scena/mp2000.dat,I think both sides really need to,34
scena/mp2000.dat:0x4c12c,scena/mp2000.dat,with the port lightly.,23
scena/mp2000.dat:0x4c143,scena/mp2000.dat,It's not like Norman is taking the issues,42
scena/mp2000.dat:0x4c17c,scena/mp2000.dat,him in the first place.,24
scena/mp2000.dat:0x4c194,scena/mp2000.dat,"If he were, I wouldn't be supporting",37
scena/mp2000.dat:0x4c1c8,scena/mp2000.dat,"I was a fisherman before, after all.",37
scena/mp2000.dat:0x4c1fc,scena/mp2000.dat,the port problems lightly.,27
scena/mp2000.dat:0x4c217,scena/mp2000.dat,It's not like Norman is taking,31
scena/mp2000.dat:0x4c245,scena/mp2000.dat,were aware of this.,20
scena/mp2000.dat:0x4c259,scena/mp2000.dat,I wish more of the townsfolk,29
scena/mp2000.dat:0x4c285,scena/mp2000.dat,to put my voice to good use!,29
scena/mp2000.dat:0x4c2a2,scena/mp2000.dat,"Okay, we're in the final stretch. Time",39
scena/mp2000.dat:0x4c2d8,scena/mp2000.dat,Vote for Norman for mayor!,27
scena/mp2000.dat:0x4c302,scena/mp2000.dat,Ruan's economy!,16
scena/mp2000.dat:0x4c312,scena/mp2000.dat,Norman will use tourism to revitalize,38
scena/mp2000.dat:0x4c35f,scena/mp2000.dat,Just what is that thing floating in the sky?,45
scena/mp2000.dat:0x4c39b,scena/mp2000.dat,"the mayor, we'd at least feel safe...",38
scena/mp2000.dat:0x4c3c1,scena/mp2000.dat,If we had some sort of statement from,38
scena/mp2000.dat:0x4c3f6,scena/mp2000.dat,"But so far, we haven't heard anything.",39
scena/mp2000.dat:0x4c42c,scena/mp2000.dat,floating in the sky?,21
scena/mp2000.dat:0x4c441,scena/mp2000.dat,What in the world is that thing that's,39
scena/mp2000.dat:0x4c477,scena/mp2000.dat,"the mayor, we'd at least feel safe...",38
scena/mp2000.dat:0x4c49d,scena/mp2000.dat,If we had some sort of statement from,38
scena/mp2000.dat:0x4c4d2,scena/mp2000.dat,floating in the sky?,21
scena/mp2000.dat:0x4c4e7,scena/mp2000.dat,What in the world is that thing that's,39
scena/mp2000.dat:0x4c51d,scena/mp2000.dat,"It's not a new Erebonian weapon, right...?",43
scena/mp2000.dat:0x4c557,scena/mp2000.dat,"N-Nah, no way...",17
scena/mp2000.dat:0x4c577,scena/mp2000.dat,Even Erebonia couldn't make something like that.,49
scena/mp2000.dat:0x4c5b7,scena/mp2000.dat,floating in the sky?,21
scena/mp2000.dat:0x4c5cc,scena/mp2000.dat,What in the world is that thing that's,39
scena/mp2000.dat:0x4c602,scena/mp2000.dat,Erebonian weapon isn't that unlikely after all...,50
scena/mp2000.dat:0x4c634,scena/mp2000.dat,I guess the theory that it's a new,35
scena/mp2000.dat:0x4c666,scena/mp2000.dat,"Oh, hey there!",15
scena/mp2000.dat:0x4c684,scena/mp2000.dat,who came to check in on things here.,37
scena/mp2000.dat:0x4c6a9,scena/mp2000.dat,I'm working as a bodyguard for a merchant,42
scena/mp2000.dat:0x4c6e2,scena/mp2000.dat,protect someone in the town.,29
scena/mp2000.dat:0x4c6ff,scena/mp2000.dat,I never thought I'd wind up having to,38
scena/mp2000.dat:0x4c734,scena/mp2000.dat,"As a Ruan Bracer, I feel bad.",30
scena/mp2000.dat:0x4c752,scena/mp2000.dat,Public safety is pretty bad right now.,39
scena/mp2000.dat:0x4c788,scena/mp2000.dat,"Oh, hey there!",15
scena/mp2000.dat:0x4c7a6,scena/mp2000.dat,reporting for duty!,20
scena/mp2000.dat:0x4c7ba,scena/mp2000.dat,"Junior bracer Melvin of the Ruan branch,",41
scena/mp2000.dat:0x4c7f2,scena/mp2000.dat,and checking things out!,25
scena/mp2000.dat:0x4c80b,scena/mp2000.dat,"Right now, I'm just patrolling around",38
scena/mp2000.dat:0x4c840,scena/mp2000.dat,"It's exhausting, but it's the perfect job for me!",50
scena/mp2000.dat:0x4c881,scena/mp2000.dat,Right now I'm patrolling duty!,31
scena/mp2000.dat:0x4c8af,scena/mp2000.dat,of stamina any time soon!,26
scena/mp2000.dat:0x4c8c9,scena/mp2000.dat,"It's exhausting, but I won't run out",37
scena/mp2000.dat:0x4c8fd,scena/mp2000.dat,"Heya, champs!",14
scena/mp2000.dat:0x4c91a,scena/mp2000.dat,what happened at the academy.,30
scena/mp2000.dat:0x4c938,scena/mp2000.dat,I just briefed the mayor about,31
scena/mp2000.dat:0x4c966,scena/mp2000.dat,I head back to the guild.,26
scena/mp2000.dat:0x4c980,scena/mp2000.dat,I'm taking a bit of a break here before,40
scena/mp2000.dat:0x4c9b7,scena/mp2000.dat,what happened at the academy.,30
scena/mp2000.dat:0x4c9d5,scena/mp2000.dat,I just briefed the mayor about,31
scena/mp2000.dat:0x4ca03,scena/mp2000.dat,I knew you guys would get that case solved. Nice!,50
scena/mp2000.dat:0x4ca44,scena/mp2000.dat,"quite a while, has it not?",27
scena/mp2000.dat:0x4ca5f,scena/mp2000.dat,"Well now, look who it is... It's been",38
scena/mp2000.dat:0x4ca94,scena/mp2000.dat,Yeah. How have you been doing?,31
scena/mp2000.dat:0x4cac6,scena/mp2000.dat,"we were trying to find Clem, aren't you?",41
scena/mp2000.dat:0x4caef,scena/mp2000.dat,You're the one who loaned us your boat when,44
scena/mp2000.dat:0x4cb2e,scena/mp2000.dat,Thanks again for that! You were a big help.,44
scena/mp2000.dat:0x4cb6d,scena/mp2000.dat,"Oh, come now. That was no big deal at all.",43
scena/mp2000.dat:0x4cba7,scena/mp2000.dat,and relax on the water?,24
scena/mp2000.dat:0x4cbbf,scena/mp2000.dat,Would you like to get on the boat again,40
scena/mp2000.dat:0x4cbf6,scena/mp2000.dat,"I wish! We've got work to do, though.",38
scena/mp2000.dat:0x4cc2f,scena/mp2000.dat,"I guess there's no rush with this job, though.",47
scena/mp2000.dat:0x4cc71,scena/mp2000.dat,don't you relax for a while?,29
scena/mp2000.dat:0x4cc8e,scena/mp2000.dat,"Is that so? Well then, why",27
scena/mp2000.dat:0x4ccb8,scena/mp2000.dat,You can borrow my boat as long as you like.,44
scena/mp2000.dat:0x4cce4,scena/mp2000.dat,Not a lot of customers with the election and all.,50
scena/mp2000.dat:0x4cd25,scena/mp2000.dat,Thanks! We might do just that!,31
scena/mp2000.dat:0x4cd58,scena/mp2000.dat,have many customers.,21
scena/mp2000.dat:0x4cd6d,scena/mp2000.dat,"Since the election is going on, I don't",40
scena/mp2000.dat:0x4cda4,scena/mp2000.dat,I might as well go fishing.,28
scena/mp2000.dat:0x4cdc0,scena/mp2000.dat,I've got so much free time,27
scena/mp2000.dat:0x4cdea,scena/mp2000.dat,"and all, but I wish they'd stop it with the yelling.",53
scena/mp2000.dat:0x4ce1f,scena/mp2000.dat,I get that the election is important,37
scena/mp2000.dat:0x4ce53,scena/mp2000.dat,"just by reading the posters, after all.",40
scena/mp2000.dat:0x4ce7b,scena/mp2000.dat,You can figure out the candidates' stances,43
scena/mp2000.dat:0x4ceb5,scena/mp2000.dat,You narrowly missed it.,24
scena/mp2000.dat:0x4cecd,scena/mp2000.dat,I just loaned out my boat.,27
scena/mp2000.dat:0x4cef7,scena/mp2000.dat,as a traveler. He looked very elegant.,39
scena/mp2000.dat:0x4cf1e,scena/mp2000.dat,One of the customers introduced himself,40
scena/mp2000.dat:0x4cf55,scena/mp2000.dat,while out on the boat.,23
scena/mp2000.dat:0x4cf6c,scena/mp2000.dat,He said he was going to compose poetry,39
scena/mp2000.dat:0x4cfa2,scena/mp2000.dat,to write a poem... Hmm...,26
scena/mp2000.dat:0x4cfbc,scena/mp2000.dat,To set out on the water just,29
scena/mp2000.dat:0x4cfe8,scena/mp2000.dat,One of the customers struck me as very elegant.,48
scena/mp2000.dat:0x4d027,scena/mp2000.dat,"Oh, what in the...?",20
scena/mp2000.dat:0x4d04a,scena/mp2000.dat,They're up to something over by the bridge.,44
scena/mp2000.dat:0x4d076,scena/mp2000.dat,Would you look at that!,24
scena/mp2000.dat:0x4d09d,scena/mp2000.dat,my boat to earlier!,20
scena/mp2000.dat:0x4d0b1,scena/mp2000.dat,"Well now, you're the person I rented",37
scena/mp2000.dat:0x4d0e5,scena/mp2000.dat,for a good poem?,17
scena/mp2000.dat:0x4d0f6,scena/mp2000.dat,How was it? Did you find inspiration,37
scena/mp2000.dat:0x4d12a,scena/mp2000.dat,"Indeed, I did! Thank you so much, kind sir.",44
scena/mp2000.dat:0x4d16a,scena/mp2000.dat,You could say it's my life's work!,35
scena/mp2000.dat:0x4d1a6,scena/mp2000.dat,"Hohoho! Glad to hear it, my boy.",33
scena/mp2000.dat:0x4d1d6,scena/mp2000.dat,feel free to drop by.,22
scena/mp2000.dat:0x4d1ec,scena/mp2000.dat,"If you ever need my boat again,",32
scena/mp2000.dat:0x4d21b,scena/mp2000.dat,a whole day if you wanted to.,30
scena/mp2000.dat:0x4d239,scena/mp2000.dat,"Right now, you could have it for",33
scena/mp2000.dat:0x4d269,scena/mp2000.dat,"out, I'll still be here doing my job.",38
scena/mp2000.dat:0x4d28f,scena/mp2000.dat,Regardless of how the election turns,37
scena/mp2000.dat:0x4d2c3,scena/mp2000.dat,and I don't see that changing.,31
scena/mp2000.dat:0x4d2e2,scena/mp2000.dat,"That's how things have always been,",36
scena/mp2000.dat:0x4d315,scena/mp2000.dat,"man who works down by the docks, isn't he?",43
scena/mp2000.dat:0x4d340,scena/mp2000.dat,"Oh, yes, I know that name. He's the young",42
scena/mp2000.dat:0x4d379,scena/mp2000.dat,seems pretty invested in the upcoming election.,48
scena/mp2000.dat:0x4d3a9,scena/mp2000.dat,"As with so many other people around here, he",45
scena/mp2000.dat:0x4d3e5,scena/mp2000.dat,it just about drowned out the bell.,36
scena/mp2000.dat:0x4d409,scena/mp2000.dat,"That noise was so loud, why,",29
scena/mp2000.dat:0x4d435,scena/mp2000.dat,the commotion was all about. But...,36
scena/mp2000.dat:0x4d459,scena/mp2000.dat,"Initially, I was curious what",30
scena/mp2000.dat:0x4d490,scena/mp2000.dat,thoughts to the side and grabbed a bite to eat at,50
scena/mp2000.dat:0x4d4c2,scena/mp2000.dat,"I have to admit, I was so hungry, I pushed those",49
scena/mp2000.dat:0x4d502,scena/mp2000.dat,"exactly, but I remember it came from up above.",47
scena/mp2000.dat:0x4d531,scena/mp2000.dat,"I can't say I remember when that loud noise was,",49
scena/mp2000.dat:0x4d571,scena/mp2000.dat,of some sort. I can tell you that much.,40
scena/mp2000.dat:0x4d599,scena/mp2000.dat,"It sounded like a big, hard collision",38
scena/mp2000.dat:0x4d5ce,scena/mp2000.dat,You want to know about the noise I heard?,42
scena/mp2000.dat:0x4d607,scena/mp2000.dat,was loud and it came from somewhere up above.,46
scena/mp2000.dat:0x4d635,scena/mp2000.dat,"Well, one thing I do remember is that it",41
scena/mp2000.dat:0x4d66d,scena/mp2000.dat,like up on the hotel balconies?,32
scena/mp2000.dat:0x4d68d,scena/mp2000.dat,"When you say 'above,' do you mean",34
scena/mp2000.dat:0x4d6c2,scena/mp2000.dat,"Yes, I think that's probably where it came from.",49
scena/mp2000.dat:0x4d702,scena/mp2000.dat,of some sort. I can tell you that much.,40
scena/mp2000.dat:0x4d72a,scena/mp2000.dat,"It sounded like a big, hard collision",38
scena/mp2000.dat:0x4d75f,scena/mp2000.dat,tell you. I don't remember. Sorry.,35
scena/mp2000.dat:0x4d782,scena/mp2000.dat,"When it happened, though, I couldn't",37
scena/mp2000.dat:0x4d7b6,scena/mp2000.dat,That's a bit of a bummer...,28
scena/mp2000.dat:0x4d7e6,scena/mp2000.dat,"Anyway, thanks for sharing that with us.",41
scena/mp2000.dat:0x4d822,scena/mp2000.dat,You gave us some valuable clues to work with.,46
scena/mp2000.dat:0x4d864,scena/mp2000.dat,"I heard the bell go off, just like I always do.",48
scena/mp2000.dat:0x4d894,scena/mp2000.dat,I remember paying a visit to Lavantar after,44
scena/mp2000.dat:0x4d8cf,scena/mp2000.dat,the hotel basement. That much I know.,38
